timestamp,cpu,memory,system_id
1376314846,93.23333333333332,6129274.4,1
1376314846,1.0,27960.0,12
1376314846,0.0,0.0,4
1376314846,0.0,0.0,16
1376314846,0.0,0.0,7
1376314846,0.0,0.0,9
1376314846,2.0,170566.93333333332,11
1376314846,0.0,117439.46666666666,21
1376314846,0.0,0.0,6
1376314846,0.0,0.0,14
1376314846,2.733333333333333,331348.8,15
1376314846,0.0,50328.8,13
1376314846,0.0,0.0,8
1376314846,0.8666666666666667,128624.26666666666,22
1376314846,3.3666666666666667,425021.3333333333,3
1376314846,0.0,0.0,19
1376314846,0.0,0.0,10
1376314846,0.0,0.0,2
1376314846,3.7,553646.9333333333,25
1376314846,0.0,0.0,18
1376314846,0.2,0.0,24
1376314846,0.0,0.0,5
1376314846,4.566666666666666,699049.3333333334,23
1376314846,0.0,0.0,20
1376314846,2.0,693455.4666666667,17
1376315146,0.0,0.0,21
1376315146,0.0,0.0,9
1376315146,2.2,156586.4,11
1376315146,0.0,0.0,7
1376315146,1.0,78291.46666666666,12
1376315146,0.0,0.0,16
1376315146,93.05,6755624.0,1
1376315146,0.6,162178.66666666666,22
1376315146,0.0,314570.93333333335,17
1376315146,0.0,0.0,2
1376315146,0.0,0.0,14
1376315146,0.0,32153.066666666666,13
1376315146,2.0,301988.0,15
1376315146,3.7,441798.6666666667,3
1376315146,3.5,620755.7333333333,25
1376315146,0.0,0.0,20
1376315146,0.0,0.0,4
1376315146,0.0,0.0,24
1376315146,0.0,0.0,5
1376315146,4.2,738196.0,23
1376315146,0.0,0.0,19
1376315146,0.0,0.0,18
1376315146,0.0,0.0,10
1376315146,0.0,0.0,8
1376315146,0.0,0.0,6
1376315446,2.933333333333333,352320.8,15
1376315446,89.15,8947846.4,1
1376315446,0.0,0.0,14
1376315446,4.933333333333334,760565.0666666667,25
1376315446,0.0,54523.2,13
1376315446,0.0,0.0,8
1376315446,0.0,0.0,9
1376315446,0.4,162179.46666666667,21
1376315446,2.333333333333333,296394.93333333335,11
1376315446,0.0,0.0,7
1376315446,0.0,0.0,4
1376315446,1.0,11184.0,12
1376315446,0.0,0.0,16
1376315446,0.0,0.0,6
1376315446,0.6,153789.06666666668,22
1376315446,0.0,233480.26666666663,17
1376315446,3.4,525684.0,3
1376315446,0.0,0.0,19
1376315446,0.0,0.0,2
1376315446,0.0,0.0,18
1376315446,0.0,0.0,20
1376315446,0.0,0.0,10
1376315446,0.0,0.0,5
1376315446,0.2,61514.93333333333,24
1376315446,4.466666666666667,704640.8,23
1376315746,2.0666666666666664,395659.7333333333,15
1376315746,0.0,0.0,8
1376315746,0.0,0.0,4
1376315746,0.0,0.0,9
1376315746,0.0,0.0,14
1376315746,0.0,0.0,10
1376315746,3.333333333333333,346727.73333333334,3
1376315746,0.7333333333333333,149595.73333333334,22
1376315746,0.0,0.0,18
1376315746,5.933333333333334,749380.8,23
1376315746,0.0,0.0,5
1376315746,90.05,18790479.466666665,1
1376315746,0.0,0.0,20
1376315746,0.0,152392.0,17
1376315746,0.0,0.0,2
1376315746,0.0,11184.533333333333,24
1376315746,0.0,0.0,19
1376315746,0.5,128624.53333333334,21
1376315746,0.0,37745.6,13
1376315746,0.0,0.0,6
1376315746,3.5,643125.3333333334,25
1376315746,0.0,0.0,7
1376315746,1.0,0.0,12
1376315746,2.0,176160.0,11
1376315746,0.0,0.0,16
1376316046,0.8,209712.0,22
1376316046,0.0666666666666666,110448.53333333334,17
1376316046,0.0,0.0,8
1376316046,3.7,643124.8,25
1376316046,0.0,0.0,18
1376316046,4.833333333333333,732603.2,23
1376316046,0.0,0.0,5
1376316046,93.56666666666666,9305760.533333331,1
1376316046,0.0,0.0,20
1376316046,0.0,0.0,10
1376316046,3.533333333333333,408244.26666666666,3
1376316046,0.0,0.0,2
1376316046,0.5666666666666667,156586.66666666666,21
1376316046,0.0,0.0,9
1376316046,2.0,173362.93333333332,11
1376316046,0.0,8387.2,13
1376316046,0.0,0.0,6
1376316046,0.0,0.0,19
1376316046,1.0,0.0,12
1376316046,0.0,0.0,7
1376316046,0.1666666666666666,16776.8,24
1376316046,0.0,0.0,16
1376316046,2.666666666666667,300590.13333333336,15
1376316046,0.0,0.0,4
1376316046,0.0,0.0,14
1376316346,0.0,0.0,24
1376316346,0.0,0.0,14
1376316346,0.0,0.0,9
1376316346,93.25,6352970.4,1
1376316346,0.0,0.0,5
1376316346,0.0,0.0,10
1376316346,0.0,0.0,20
1376316346,4.7,732603.4666666667,23
1376316346,3.633333333333333,603978.4,25
1376316346,0.0,0.0,2
1376316346,0.0,0.0,18
1376316346,0.0,0.0,6
1376316346,0.6,183149.86666666667,22
1376316346,0.0,0.0,19
1376316346,0.0,25162.4,13
1376316346,2.333333333333333,360708.8,15
1376316346,0.4666666666666666,97865.33333333331,17
1376316346,3.166666666666667,682272.0,3
1376316346,0.0,0.0,8
1376316346,0.0,0.0,4
1376316346,0.0,0.0,16
1376316346,1.0,0.0,12
1376316346,0.0,0.0,7
1376316346,0.0,111846.4,21
1376316346,2.0,120235.46666666666,11
1376316646,0.0,0.0,2
1376316646,0.0,0.0,8
1376316646,3.3666666666666667,447390.13333333336,3
1376316646,4.533333333333333,659902.4,25
1376316646,0.0,111846.66666666669,17
1376316646,92.75,6129274.4,1
1376316646,0.0,0.0,18
1376316646,0.0,0.0,10
1376316646,4.833333333333333,687864.2666666667,23
1376316646,0.0,0.0,16
1376316646,0.0,46134.4,13
1376316646,0.0,0.0,19
1376316646,0.0,0.0,20
1376316646,0.0,0.0,5
1376316646,0.6,171964.53333333333,22
1376316646,0.0,0.0,14
1376316646,0.0,0.0,6
1376316646,2.4,377484.8,15
1376316646,0.0,0.0,9
1376316646,0.0,0.0,4
1376316646,0.2,33553.6,24
1376316646,0.7333333333333333,184547.7333333333,21
1376316646,0.0,0.0,7
1376316646,1.0,5592.0,12
1376316646,2.0,153790.66666666666,11
1376316946,0.0,0.0,4
1376316946,1.0,2796.0,12
1376316946,0.0,0.0,7
1376316946,0.0,78291.73333333334,24
